,Address,Category,Latitude,Longitude,Name,Neighborhood
5,Antonio Velasco Zazo,Food & Drink Shop,40.37451106144945,-3.690813538812962,DIA %,Orcasur
6,Calle Elizondo 7 Bajo,Food & Drink Shop,40.374432,-3.690967,Boutique Del Pan - Charcuteria - Polleria,Orcasur
0,"Calle Eduardo Barreiros - Esq. Av. De Los Poblados, 11",Clothing Store,40.3711,-3.69582,MERKAL CALZADOS,Orcasur
0,Av. de la Perla 29,Metro Station,40.369840183513745,-3.69415283203125,Metro San Fermín-Orcasur,Orcasur
1,Gta. de Málaga,Metro Station,40.37544082826299,-3.6958533321987166,Metro Hospital 12 de Octubre,Orcasur
0,,Arts & Entertainment,40.36808966258321,-3.6987454534319326,Biblioteca Publica Municipal Orcasur,Orcasur
1,"Calle Mezquita, 11",Arts & Entertainment,40.37375954032442,-3.690462112426758,Codere apuestas,Orcasur
0,"['Madrid Madrid', 'España']",Park,40.375518798828125,-3.6940670013427734,banco felipe,Orcasur
0,Av de Córdoba,Hospital,40.375268249447934,-3.69781425320832,12 de Octubre: Maternidad,Orcasur
1,Hospital Universitario 12 de Octubre,Hospital,40.373784061130195,-3.697371482849121,Unidad de Cuidados Intensivos (UCI),Orcasur
2,Av. de Córdoba,Hospital,40.376445392916054,-3.6976653319507156,Hospital Universitario 12 de Octubre,Orcasur
3,,Hospital,40.375816930138576,-3.6972788720674643,Sala espera Resonancia Magnética,Orcasur
4,,Hospital,40.376069,-3.698592,Salin De actos Hospital 12 De Octubre,Orcasur
5,,Hospital,40.375515,-3.698441,Oncología Radioterápica H12O,Orcasur
6,,Hospital,40.37577366867713,-3.6976554226860663,Unidad Coronaria Hospital 12 de Octubre,Orcasur
7,,Hospital,40.376136875014666,-3.6971797802651887,Reten De Celadores R. G.,Orcasur
0,Calle de la Mezquita,Bank,40.37363824132819,-3.692081768915581,La caixa,Orcasur
1,Blasco de Garay 61,Bank,40.37028405697056,-3.697209507785494,Bankia,Orcasur
2,,Bank,40.37657483302643,-3.697110416119069,Bankia,Orcasur
3,,Bank,40.37450237644683,-3.6918241571020034,Banco Santander,Orcasur
4,Avd Rosales,Bank,40.367985673126526,-3.691596270822288,Novacaixagalicia,Orcasur
5,"Alerce, 13-15",Bank,40.36730478837819,-3.6953267993110828,BBVA Oficina,Orcasur
0,"Avda. de Andalucía, km 6,400",Pharmacy,40.37110306685568,-3.6950755119323726,Farmacia 24H,Orcasur
0,Camino de Perales,Food,40.37146734649111,-3.688230113893677,Bar Justo,San Fermín
1,Calle La Giralda 10,Food,40.374118253436365,-3.69096711185948,Dönner Kebap San Fermin,San Fermín
2,,Food,40.37036409784641,-3.6901893434885853,La Posada de Coti,San Fermín
3,,Food,40.37147013,-3.68826643,Bar El Balon De Oro,San Fermín
4,,Food,40.36987299942367,-3.6855081241615735,kioskos colors by Sodexo - nivel 0,San Fermín
5,,Food,40.37358093261719,-3.6894028186798096,cafe bar martin,San Fermín
6,"Camino perales, 104",Food,40.37471174602296,-3.689411587080256,Bar Cerveceria Peláez,San Fermín
7,,Food,40.374925,-3.692498,La Gastroteca de Peláez,San Fermín
8,,Food,40.369086421953526,-3.6840419266222235,setball cafe,San Fermín
0,Calle Elizondo 7 Bajo,Food & Drink Shop,40.374432,-3.690967,Boutique Del Pan - Charcuteria - Polleria,San Fermín
1,,Food & Drink Shop,40.3724469934015,-3.6923790149464097,Frufesca,San Fermín
2,Antonio Velasco Zazo,Food & Drink Shop,40.37451106144945,-3.690813538812962,DIA %,San Fermín
3,,Food & Drink Shop,40.37459367615505,-3.6823479270194297,Saneamientos Pereda,San Fermín
0,,Arts & Entertainment,40.370829,-3.687695,Download Festival 2018,San Fermín
1,,Arts & Entertainment,40.372881,-3.682363,Escenario Mad Cool,San Fermín
2,Camino de Perales,Arts & Entertainment,40.36873258673504,-3.684368133544922,La Caja Mágica,San Fermín
3,"Calle Mezquita, 11",Arts & Entertainment,40.37375954032442,-3.690462112426758,Codere apuestas,San Fermín
4,Camino De Perales,Arts & Entertainment,40.36917871619764,-3.6837249165301094,Pista 2,San Fermín
5,,Arts & Entertainment,40.369704,-3.683836,Escenario Avalon,San Fermín
6,,Arts & Entertainment,40.36985719528971,-3.6848295071757105,Pista 3,San Fermín
7,,Arts & Entertainment,40.370491,-3.685705,Pista 4,San Fermín
8,,Arts & Entertainment,40.370651,-3.684965,Pista 7,San Fermín
9,,Arts & Entertainment,40.369632,-3.684558,Pista 5,San Fermín
10,,Arts & Entertainment,40.371788,-3.681375,Escenario Matusalem,San Fermín
11,,Arts & Entertainment,40.368607,-3.68302,Escenario Green,San Fermín
0,Cmno. de Perales,Park,40.3750918245097,-3.6872863769531246,Parque Lineal del Manzanares,San Fermín
1,Caja magica,Park,40.36796371850398,-3.683819028693683,VIP Lounge,San Fermín
0,Parque Lineal del Manzanares,Athletics & Sports,40.37474698757716,-3.683511755246646,A.D. Sanfer,San Fermín
1,"C. Camino de Perales, s/n",Athletics & Sports,40.368560189882125,-3.686018331252725,MOMO Sports Club Caja Mágica,San Fermín
2,,Athletics & Sports,40.36875922322401,-3.684467281830977,Pista Manolo Santana,San Fermín
0,,School,40.36903673176416,-3.689827710040022,Colegio Público República De Brasil,San Fermín
1,Torrox 4,School,40.373619079589844,-3.689985990524292,Colegio La Natividad,San Fermín
0,,Bank,40.37450237644683,-3.6918241571020034,Banco Santander,San Fermín
1,Calle de la Mezquita,Bank,40.37363824132819,-3.692081768915581,La caixa,San Fermín
0,"Av. de Córdoba, 7",Food,40.3868999,-3.6982238,Museo del Jamón,Almendrales
1,"Calle de Antonio Salvador, 28026 Madrid",Food,40.386296383105794,-3.7014012629988096,Cafetería El RUBI,Almendrales
2,"C. Marcelo Usera, 14",Food,40.38763395555556,-3.7004464,Museo del Jamón,Almendrales
3,Marcelo Usera,Food,40.38597720098383,-3.701738204025775,Crazy Tea Usera,Almendrales
4,"C. Antonio López, 204",Food,40.386784,-3.6980326,"Bar- Cafeteria ""el 204 """,Almendrales
5,"C. Olvido, 86",Food,40.382408,-3.701721,Restaurante Marisco Chino,Almendrales
6,C/ Antonio López 66,Food,40.38330841064453,-3.701733350753784,Red Pizza,Almendrales
7,"Calle de los Hermanos de Pablo, 1, 28027 Madrid",Food,40.38334535822782,-3.702466598911646,Restaurante DonXing,Almendrales
8,Calle Del Jaspe 45,Food,40.381844781693104,-3.693513520021931,Wang Fu Lai,Almendrales
9,,Food,40.38551469920716,-3.6963156397477155,The Family,Almendrales
10,C/ ferroviarios #10,Food,40.386627,-3.7053158,Meson Planchitas,Almendrales
11,"Calle de Dolores Barranco, 13",Food,40.383358,-3.70437,Restaurante 何老太 (面）,Almendrales
12,,Food,40.38007158317,-3.695490877824941,La bodega andaluza,Almendrales
13,"C. Dolores Barranco, 6",Food,40.38338301458613,-3.701981001156346,Meson A'Barca,Almendrales
14,Amor hermoso 21,Food,40.387014,-3.704161,Bar Ciri,Almendrales
15,"Calle Marcelo Usera, 60",Food,40.386125,-3.704018,Panaderia Granier,Almendrales
16,Glorieta de cádiz,Food,40.38836321622796,-3.6992954324027476,Cafetería Oliva,Almendrales
17,Calle Ferroviarios 27,Food,40.385709,-3.704868,La Fonda Colombiana,Almendrales
18,,Food,40.383351,-3.704634,Cafe Mila,Almendrales
19,Marcelo Usera,Food,40.386803,-3.701429,Patisserie Gerard,Almendrales
20,Marcelo Usera 1,Food,40.387653,-3.6998918,Cafeteria Baralia,Almendrales
21,"C/ Ferroviarios, 9",Food,40.38566055751591,-3.7052811756099513,Asador La Cuchara,Almendrales
22,"Calle Dolores Barranco, 4",Food,40.38332133863428,-3.7028119492741354,Muxia A'Barca,Almendrales
23,Calle Olvido 47,Food,40.385387,-3.702674,Mr Doulao,Almendrales
24,"Antonio Lopez, 138",Food,40.387436,-3.6994767,My Kebab,Almendrales
25,Calle Marcelo Usera 26,Food,40.3870866600903,-3.7016589235823316,KFC,Almendrales
26,"Almendrales,17",Food,40.38718158105888,-3.7004466067570156,La Casa Del Pulpo,Almendrales
27,calle Olvido,Food,40.384922,-3.7026052,Jaleo's,Almendrales
28,Calle Cristo de Lepanto 13,Food,40.380257,-3.7018032,Aromas Peruanos,Almendrales
29,"Olvido, 4",Food,40.38343524616181,-3.702744085434961,A'Barca,Almendrales
30,C/ Marcelo Usera 4,Food,40.3884491120291,-3.7002963103712414,Costa Buena Marisquería,Almendrales
31,C/ Olvido 16,Food,40.38685334445104,-3.7028580535548814,La Caleñita,Almendrales
32,,Food,40.3859850239578,-3.7051027823010703,La Boutique Del Pan,Almendrales
33,"Amparo Usera , 21",Food,40.387567,-3.703188,Bar El 21,Almendrales
34,"C. Olvido, 92",Food,40.383223991719106,-3.702584586338482,Royal Cantonés,Almendrales
35,,Food,40.383589,-3.703654,Vietnam Restaurante,Almendrales
36,"Ferroviarios, 27",Food,40.387114021265184,-3.7049045682506883,La Fonda,Almendrales
37,Dolores barranco,Food,40.384422535740335,-3.7023377664000696,Tokio,Almendrales
38,Indalecio Fernández 12,Food,40.380837,-3.694207,Los Compas,Almendrales
39,,Food,40.380665,-3.702952,El rincón de Costy,Almendrales
40,,Food,40.38492700593543,-3.7027292200469333,Restaurant Casablanca,Almendrales
41,Calle Teniente Coronel Noreña 14,Food,40.38881415306602,-3.6954457051419145,Lechonería Miños,Almendrales
42,"Calle de Nicolás Usera, 29, 28026 马德里",Food,40.388613625623464,-3.6985224906872056,USERA餃子店,Almendrales
43,,Food,40.382831622361216,-3.7045081424781476,Cai Pu,Almendrales
44,Antonio López 245,Food,40.38201349988995,-3.6957580134356043,La Braña,Almendrales
0,C. Antonio López,Food & Drink Shop,40.38492319169958,-3.6961641005148835,Lidl,Almendrales
1,,Food & Drink Shop,40.383614,-3.6969028,La Reina De Las Tortillas,Almendrales
2,Calle Almendrales,Food & Drink Shop,40.38639270217028,-3.699810733439009,Hiper Usera,Almendrales
3,C/ Amparo Usera 46,Food & Drink Shop,40.38740279357993,-3.7035563616636464,Mercado Municipal De Usera,Almendrales
4,Calle Jesús del Gran Poder 42,Food & Drink Shop,40.38629356826457,-3.701639210130452,Bodega La Ilusión,Almendrales
5,,Food & Drink Shop,40.38014402131118,-3.6945588725515925,mercadona,Almendrales
6,"C. Marcelo Usera, 5",Food & Drink Shop,40.38757151423129,-3.700268268585205,Herbolario Geoherbal,Almendrales
7,Calle Cristo De La Victoria,Food & Drink Shop,40.38240130167282,-3.698829684057843,Alimentación Amsherlina,Almendrales
8,Calle Dolores Barranco,Food & Drink Shop,40.383403,-3.704362,INCARAL,Almendrales
9,"Calle de Jesús del Gran Poder, 42",Food & Drink Shop,40.38653367140241,-3.7011051177978516,Mercado de Jesús del Gran Poder,Almendrales
10,,Food & Drink Shop,40.385784,-3.700502,Carnicería Cecilio,Almendrales
11,,Food & Drink Shop,40.38272831514318,-3.701515228095123,Alimentacion,Almendrales
12,Ramón Luján 31,Food & Drink Shop,40.385814526834224,-3.7045061588287354,masdeciencervezas,Almendrales
0,,Clothing Store,40.386656,-3.701628,Vr Zapaterias,Almendrales
1,Marcelo Usera,Clothing Store,40.38667,-3.7016084,Bubugao,Almendrales
2,"Calle Marcelo Usera, 59",Clothing Store,40.38748370537703,-3.702704444409923,CyA Kids,Almendrales
3,"Marcelo usera , 56",Clothing Store,40.386092,-3.703433,Merceria Valdenebro,Almendrales
0,['España'],Bus Stop,40.384374,-3.698144,Parada de Autobus # 5703,Almendrales
0,"Av. de Córdoba, 21",Metro Station,40.384111889901305,-3.6979249179127227,Metro Almendrales,Almendrales
1,,Metro Station,40.388,-3.699779,Pegatina de la papelera del metro,Almendrales
0,,Arts & Entertainment,40.3823460738896,-3.701557221951377,Centro Socio Cultural Mariano Muñoz,Almendrales
1,Almendrales,Arts & Entertainment,40.385358777038306,-3.699800823754211,CDN Sala De Ensayos,Almendrales
2,C/ Antonio López 174,Arts & Entertainment,40.38840339475916,-3.7000188372680185,Bingo Liceo,Almendrales
3,"Calle de Remodelación de Almendrales, 2, 28026 Madrid",Arts & Entertainment,40.383432005032006,-3.701368087745559,Partidas De Scrabble,Almendrales
4,,Arts & Entertainment,40.383426666259766,-3.7013187408447266,Mistris Fútbol Party,Almendrales
5,"C. Nicolás Usera, 27",Arts & Entertainment,40.38540487682033,-3.705405060222072,Espacio Oculto,Almendrales
6,C/ Amparo Usera 17,Arts & Entertainment,40.387537,-3.7031,Se Alquila,Almendrales
7,5 Calle de Mamerto López,Arts & Entertainment,40.381056,-3.703242,Sala Mamerto,Almendrales
8,"C. Olvido, 15",Arts & Entertainment,40.38680284131012,-3.7028546000824134,Sala Olvido 15,Almendrales
9,,Arts & Entertainment,40.385083038056926,-3.7045676061461283,Sala De Billar Afortunado,Almendrales
10,,Arts & Entertainment,40.382360017719414,-3.701488687245394,La Osera,Almendrales
11,"Calle Antonio López, 174",Arts & Entertainment,40.386476467001955,-3.69714617729187,Codere apuestas,Almendrales
12,,Arts & Entertainment,40.38400247369952,-3.705058184072071,Háztelo Mirar,Almendrales
13,,Arts & Entertainment,40.386761,-3.704704,lasting noise,Almendrales
0,Calle Amparo Usera 12,Athletics & Sports,40.388302,-3.701218,Gimnasio Human Sport Center,Almendrales
1,"Avenida de Córdoba,21",Athletics & Sports,40.38358438715129,-3.6965085238770934,GreenFit,Almendrales
2,"Calle de Marcelo Usera, 2",Athletics & Sports,40.38819414179172,-3.699740143826324,Basic-Fit Glorieta de Cádiz,Almendrales
3,"Avenida de Córdoba, 21 Nave 6",Athletics & Sports,40.38350804455778,-3.6964116753034824,Club Liceo Fitness & Boxing,Almendrales
4,C/ Amor Hermoso 86,Athletics & Sports,40.38564617668921,-3.70341303241474,Aquasport Sotillo,Almendrales
5,,Athletics & Sports,40.38845397572133,-3.697541466282086,Federación De Remo,Almendrales
6,"C. Nicolás Sánchez, 113",Athletics & Sports,40.386689373126075,-3.704086943496256,Madrid Fight Center,Almendrales
0,C/ Manuel Muñoz,School,40.3858,-3.7020516,Colegio Central,Almendrales
1,Manuel Muñoz 30,School,40.38443,-3.701149,Nuestra Señora de Fátima,Almendrales
2,,School,40.384953,-3.701723,Colegio Mater Purissima,Almendrales
3,"Avda. de Córdoba, 21",School,40.383917,-3.697694,"IECM, S.L.",Almendrales
4,C/ Gandhi 10,School,40.38338588843872,-3.7002764908134145,C.E.I.P. Gandhi,Almendrales
5,"Calle Tomelloso, 40",School,40.38074313768735,-3.6971252798566607,Colegio Nuestra Señora de la Fuencisla,Almendrales
0,"Antonio Lopez, 232",Bank,40.38471534903167,-3.695965921437936,BBVA Oficina,Almendrales
1,"Almendrales, 35",Bank,40.385779,-3.700288,Bankia,Almendrales
2,"Antonio Lopez, 59",Bank,40.38713317183938,-3.7010692791808566,BBVA Oficina,Almendrales
3,Antonio López 160,Bank,40.388117510187456,-3.699671998028438,banco santander,Almendrales
4,"Marcelo Usera, 27",Bank,40.3864753,-3.7018772,BBVA Oficina,Almendrales
0,CALLE SANTUARIO 11,Pharmacy,40.38377146060186,-3.699817657470703,FARMACIA YOLANDA PONTES TORRADO,Almendrales
1,"Calle Antonio Lopez, 202",Pharmacy,40.38669,-3.6978009,Farmacia Arias Tolosa,Almendrales
2,Antonio López 139,Pharmacy,40.38505060898732,-3.7007026130172527,Farmacia,Almendrales
3,Antonio López 199,Pharmacy,40.386025,-3.696038,Farmacia 12 de Octubre,Almendrales
0,C/ de la Cuesta 6,Food,40.3895149230957,-3.7075157165527344,Bar Cafetería Luzón,Moscardó
1,,Food,40.386973,-3.706049,Cafetería Gutigorri,Moscardó
2,Calle Elisa 15,Food,40.38563377791457,-3.7097114777383,El Fogon Ecuatoriano,Moscardó
3,,Food,40.391843,-3.704972,Bar Casa Felix,Moscardó
4,,Food,40.393703,-3.7077332,Open Market Cafe 25,Moscardó
5,,Food,40.392455,-3.709008,El Jardin,Moscardó
6,"Calle Nicolás Sánchez, 35",Food,40.385138,-3.706107,Lao Tou,Moscardó
7,C.C. Plaza Río 2,Food,40.391625,-3.701652,Dunkin Coffee,Moscardó
8,C.C. Plaza Río 2,Food,40.391135,-3.701819,Belros,Moscardó
9,,Food,40.3916117395135,-3.710201018115387,Bar El muro,Moscardó
10,,Food,40.38488707760947,-3.7078729048584433,Embutidos Cargalla,Moscardó
11,C.C. Plaza Río 2,Food,40.391687,-3.701679,Rodilla,Moscardó
12,C/ Antonio López 63,Food,40.39449352818662,-3.7078580379643724,Villa Rosa,Moscardó
13,Marcelo Usera 109,Food,40.385570207285724,-3.708482964086752,Burger King,Moscardó
14,C/ ferroviarios #10,Food,40.386627,-3.7053158,Meson Planchitas,Moscardó
15,"Antonio López, 55",Food,40.39480328205481,-3.7092161178588863,Restaurante Oviedo,Moscardó
16,Calle Gabriel Usera,Food,40.3853,-3.7087314,Bar Lisboa,Moscardó
17,Calle de Eugenio Caxes 14,Food,40.391494448612065,-3.7030555357800568,Feito Rio,Moscardó
18,"C. Antonio López, 140",Food,40.39087721,-3.7028315,Cervecería Gilán,Moscardó
19,Amor hermoso 21,Food,40.387014,-3.704161,Bar Ciri,Moscardó
20,CC Madrid Río 2,Food,40.39111,-3.7019541,Moody Paletteria Artesanal,Moscardó
21,C/ Gabriel Usera 13,Food,40.38645195081544,-3.708754777908325,Bar Casa Paquito,Moscardó
22,C/ Antonio López 74,Food,40.39438611281284,-3.708677375569248,Domino's Pizza,Moscardó
23,Marcelo Usera 135,Food,40.38530763515411,-3.710890974731347,Fabrica de pizzas,Moscardó
24,C/ Amparo Usera 46,Food,40.387056680811135,-3.7062978744506836,La Concha,Moscardó
25,,Food,40.386492,-3.707083,Sabor Sichuan,Moscardó
26,,Food,40.3872409164904,-3.7144098054267927,Churreria,Moscardó
27,,Food,40.39149601633471,-3.714518843521698,El Rincón de Marrakesh,Moscardó
28,Marcelo Usera,Food,40.38566970825195,-3.7089154720306396,el rincon,Moscardó
29,"C. Juan Español, 38",Food,40.387084665557346,-3.714632158377893,La Ensaimadería de Carola,Moscardó
30,,Food,40.39115733733234,-3.7032792423115413,La alegría de Enrique,Moscardó
31,Marcelo Usera,Food,40.385358,-3.705962,Bocata Stop,Moscardó
32,,Food,40.39383840478276,-3.707818392934857,Flor de Castilla,Moscardó
33,Nicolas Sanchez 31,Food,40.385853,-3.706459,Restaurante Chino,Moscardó
34,"Calle de Nicolás Sánchez, 16, 28026 Madrid",Food,40.38621155081594,-3.706415969986324,restaurante coreano,Moscardó
35,"Ferroviarios, 27",Food,40.387114021265184,-3.7049045682506883,La Fonda,Moscardó
36,C. Enrique Fuentes,Food,40.3860068300234,-3.712348038352363,Döner Kebap Usera,Moscardó
37,,Food,40.385498559138135,-3.705806448447596,La Cuchara,Moscardó
38,"Amparo Usera , 21",Food,40.387567,-3.703188,Bar El 21,Moscardó
39,Baleares 61,Food,40.391205,-3.712715,Hnos Arribas,Moscardó
40,"C/ Marcelo Usera, 91",Food,40.385951,-3.706867,Café Bar Van Gogh,Moscardó
41,,Food,40.390112,-3.702043,El Obrador De Goya,Moscardó
42,C/ Marcelo Usera 104,Food,40.385592382762454,-3.7082354382677862,Cafetería Apolo,Moscardó
43,,Food,40.38566706898885,-3.7108463714041457,La Choza,Moscardó
44,,Food,40.387097,-3.706014,Doner Kebab Fast Food,Moscardó
0,"C. Marqués de Jura Real, 17",Food & Drink Shop,40.39222900846999,-3.709433953026171,superSol,Moscardó
1,Tomás Meabe,Food & Drink Shop,40.39106369018555,-3.709632158279419,Granja Alcarria,Moscardó
2,C/ Amparo Usera 46,Food & Drink Shop,40.38740279357993,-3.7035563616636464,Mercado Municipal De Usera,Moscardó
3,Marqués De Jura Real 19,Food & Drink Shop,40.391297075128655,-3.7100583857671166,DIA %,Moscardó
4,C.C. Plaza Río 2,Food & Drink Shop,40.390977702445745,-3.7016797347689314,Alcampo City,Moscardó
5,,Food & Drink Shop,40.39380398385265,-3.707258410208608,DIA %,Moscardó
6,"C. Antonio López, 78",Food & Drink Shop,40.39402459087264,-3.708250368546859,Lidl,Moscardó
7,"C/ Fernando Díaz de Mendoza, 52",Food & Drink Shop,40.392442729056675,-3.7093298816512137,la Sirena,Moscardó
8,Inmaculada Concepcion,Food & Drink Shop,40.39105779288328,-3.7109702696322486,ahorra mas,Moscardó
9,C/ de la Inmaculada Concepción,Food & Drink Shop,40.39343836474714,-3.7121646640945154,AhorraMas Productos Frescos,Moscardó
10,Nicolás Sánchez 33,Food & Drink Shop,40.384862,-3.706198,Herbolario Usera,Moscardó
11,"C. Gabino Jimeno, 5",Food & Drink Shop,40.38607911766078,-3.7070056766701636,AhorraMas,Moscardó
12,C/ Gabriel Ruiz 4,Food & Drink Shop,40.38518290295221,-3.7072237212168755,LIDL,Moscardó
13,,Food & Drink Shop,40.391404,-3.703573,Los chinos 1,Moscardó
14,C/ de la Inmaculada Concepción,Food & Drink Shop,40.393428802490234,-3.712162971496582,AhorraMas,Moscardó
15,C/ Marcelo Usera 142,Food & Drink Shop,40.38524462406205,-3.711645830164747,la Sirena,Moscardó
16,Mercedes Manjon 3,Food & Drink Shop,40.385696598063696,-3.7074368111129052,Vinos Ciri,Moscardó
0,C.C. Plaza Río 2,Clothing Store,40.391483,-3.7020922,Lefties,Moscardó
1,,Clothing Store,40.390625,-3.701833,Gutteridge,Moscardó
2,C/ Marcelo Usera 50,Clothing Store,40.38578183826235,-3.7065982818603516,Pull&Bear,Moscardó
3,C.C. Plaza Río 2,Clothing Store,40.391107,-3.701727,Décimas,Moscardó
4,Avenida del Manzanares 210,Clothing Store,40.3912,-3.7021053,Mango Man,Moscardó
5,"Calle Antonio Lopez, 109",Clothing Store,40.390614,-3.701906,PIMKIE,Moscardó
6,C/ Marcelo Usera 137,Clothing Store,40.38531313792525,-3.711029740889393,linong,Moscardó
7,"Calle de Marcelo Usera, 75, 28026 Madrid",Clothing Store,40.38573455810547,-3.7057838439941406,estilo's,Moscardó
8,"Calle de Antonio López, 44, 28019 Madrid",Clothing Store,40.394794717455255,-3.7086955464665956,Blumer,Moscardó
9,"Calle Marcelo Usera, 59",Clothing Store,40.38748370537703,-3.702704444409923,CyA Kids,Moscardó
10,"C/ Marcelo Usera , 144",Clothing Store,40.385044,-3.7115648,Hipertextil Cavero,Moscardó
0,['España'],Bus Stop,40.394048,-3.707978,Parada autobus 923,Moscardó
0,"C. Amparo Usera, 46",Metro Station,40.38567403098402,-3.7118638996711093,Metro Usera,Moscardó
0,"C. Andrés Arteaga, 1",Arts & Entertainment,40.38845816256328,-3.705230355262756,Estadio Román Valero,Moscardó
1,"C. San Graciano, 7",Arts & Entertainment,40.3930056269913,-3.703336715698242,Lullaby,Moscardó
2,"C/ Fernando Díaz de Mendoza, 54",Arts & Entertainment,40.392115,-3.709002,Institución FAP,Moscardó
3,"Calle Antonio López, 57",Arts & Entertainment,40.39480328205481,-3.7092268466949463,Codere apuestas,Moscardó
4,,Arts & Entertainment,40.3931770324707,-3.7046608924865723,CND,Moscardó
5,Baleares,Arts & Entertainment,40.389789,-3.713005,Ladron De Patinetes,Moscardó
6,,Arts & Entertainment,40.391978,-3.708833,Tammy Taylor Nails,Moscardó
7,C/ Amparo Usera 17,Arts & Entertainment,40.387537,-3.7031,Se Alquila,Moscardó
8,"Calle Antonio Vicent, 65",Arts & Entertainment,40.3925655548977,-3.7100831650029615,Espacio Madrid - Centro de Danza,Moscardó
9,Pedro Yagüe 3,Arts & Entertainment,40.392225,-3.708595,Espacio ON,Moscardó
10,"Eduardo Marquina, 7",Arts & Entertainment,40.393588,-3.712407,Galería EM7,Moscardó
11,,Arts & Entertainment,40.39428,-3.707313,naox's bedroom,Moscardó
12,Antonio López 146,Arts & Entertainment,40.390488,-3.702332,Quiosco ONCE,Moscardó
13,,Arts & Entertainment,40.386761,-3.704704,lasting noise,Moscardó
14,"Calle de Marcelo Usera, 85",Arts & Entertainment,40.385814526834245,-3.7065660953521724,Codere apuestas,Moscardó
0,C. Rafaela Ybarra,Park,40.38531144710213,-3.7117582694565248,Parque Olof Palme,Moscardó
1,,Park,40.39015,-3.703219,Parque de La Chimenea,Moscardó
0,ANTONIO LOPEZ 92,Athletics & Sports,40.39354868829397,-3.7068550585825597,Gimnasio Estudio Praga,Moscardó
1,"C. Antonio López, 67",Athletics & Sports,40.39373923301499,-3.706411014497074,Basic-Fit,Moscardó
2,Hermenegildo Bielda,Athletics & Sports,40.390843,-3.703919,Campo Futbol AV Chimenea,Moscardó
3,Av. del Manzanares 194,Athletics & Sports,40.394664,-3.706234,Club Deportivo Puente de Praga,Moscardó
4,"C. Nicolás Sánchez, 113",Athletics & Sports,40.386689373126075,-3.704086943496256,Madrid Fight Center,Moscardó
5,"C. Marqués de Jura Real, 11",Athletics & Sports,40.3928282354655,-3.7087401478995616,Be Strong GYM,Moscardó
6,Nicolás Usera,Athletics & Sports,40.38656791620785,-3.7056676966023367,centro deportivo usera,Moscardó
0,"Eduardo Marquina, 33",Hospital,40.39229274452203,-3.7100732533071685,Centro de Salud Comillas,Moscardó
0,Paseo Santa María de la Cabeza 115,School,40.390325397602766,-3.7101173400878906,Colegio Sagrado Corazón,Moscardó
1,C/ General Marvá 24,School,40.38891474736387,-3.7096520080291007,I.E.S. Pío Baroja,Moscardó
2,Pza. del Pintor Lucas 17,School,40.38667786335781,-3.7077242361141556,C.E.I.P. Jorge Manrique,Moscardó
3,"Avenida de la ciudad de Barcelona, 99",School,40.39449396196156,-3.7076845911893983,Idiomas 24/7,Moscardó
4,,School,40.3944091796875,-3.7125072479248047,Escuela De Arte Y Danza De Gloria Alba,Moscardó
5,C/ Antonio Vicent 58,School,40.39435,-3.709743,Centro Privado de Enseñanza Liceo Ibérico,Moscardó
0,"Marqués de Jura Real, 12",Bank,40.39276752193244,-3.7089681113926596,La Caixa,Moscardó
1,"Calle del Marqués de Jura Real, 12, 28019 Madrid",Bank,40.39265441894531,-3.7093358039855957,"La Caixa, Oficina 2402",Moscardó
2,Calle Marcelo Usera 112,Bank,40.385587301666604,-3.708522096822936,sabadell Atlántico,Moscardó
3,Antonio Lopez 80,Bank,40.3939064222979,-3.7078679492266016,Bankia,Moscardó
4,C/ Gabino Jimeno 1,Bank,40.38676906007016,-3.707174165555626,Bankia,Moscardó
5,"Calle de Marcelo Usera, 146, 28026 Madrid",Bank,40.38565898943838,-3.7089235097589137,bancaja,Moscardó
6,,Bank,40.384981,-3.712475,BBVA,Moscardó
0,Fernando Díaz de Mendoza,Pharmacy,40.39106100230805,-3.709627229004211,Farmacia,Moscardó
1,,Pharmacy,40.386259251056856,-3.7117632254690567,@ farmacia enrique fuentes 16,Moscardó
2,"C/ Nicolas Sanchez, 22",Pharmacy,40.38555301781485,-3.7063193321228027,Natur House,Moscardó
0,"Avda. Rafaela Ybarra, 30",Food,40.38205966731697,-3.711332054192908,La Peña Soriana,Zofío
1,,Food,40.381361914532796,-3.7138001876745856,bar cordero,Zofío
2,,Food,40.380112,-3.712923,Taberna madrileña,Zofío
3,Isabelita Usera,Food,40.38331221750167,-3.710781944445312,El Barranco,Zofío
4,"Av Rafaela Ybarra, 24",Food,40.38155670681098,-3.711329698562622,Bar La Union,Zofío
5,Antonio Prieto 69,Food,40.38065849787637,-3.7132153580263427,Bar Restaurante Katy,Zofío
6,"Calle de Dolores Barranco, 88, 28026 Madrid",Food,40.383074073154404,-3.7113865698986888,Le Kou Fu,Zofío
7,,Food,40.379602,-3.707609,Payma,Zofío
8,Calle Elisa 15,Food,40.38563377791457,-3.7097114777383,El Fogon Ecuatoriano,Zofío
9,"Calle Nicolás Sánchez, 69 Bajo",Food,40.38321304321289,-3.7057688236236572,I café,Zofío
10,Calle Dolores Barranco 88,Food,40.38273048530848,-3.7106745900187987,i go pasta,Zofío
11,"Marcelo Usera, 140",Food,40.38540391256288,-3.711332054192908,Churrería Flores,Zofío
